BARRIO,CAPACIDAD,CLASE,COMUNA,CP,CPA,DIRECCION,DISPOSICION,ESTADO,ESTADO_OBESERVACIONES,FECHA_DE_ENTREGA_NUEVA_REVALIDA,FECHA_DE_NOTIFICACION,FECHA_DISPOSICION_DE_CAPACIDAD,FECHA_DISPOSICION_DE_RECHAZO,FECHA_DISP_INSCRIPCION,FECHA_DISP_RE_INSCRIPCION,FECHA_ENVIO,NOMBRE,NOTIFICADO,NUMERO_DIPS,NUMERO_DISPOSICION_DE_RECALCULO_CAPACIDAD,NUMERO_DISP_DE_RECHAZO,NUMERO_EXPEDIENTE,NUMERO_REGISTRO,PERIODO,PISO,VENCIMIENTO,X,Y
FLORES,999,C,COMUNA 07,1406,C1406FBA,"MARTI, JOSE 17",30,RENOVADO 2018, ,15/03/2018, ,27/08/2010, ,15/03/2005,07/03/2018, ,TABASCO PUB, ,26,108, ,5456312/18,27,2018-SEM12, ,15/06/2018,-58.472.276.109.439.000,-34.631.795.880.275.300
COLEGIALES,1584,CC,COMUNA 13,1426,C1426CQH,"LACROZE, FEDERICO AV. 3453",52,RENOVADO 2017, ,27/12/2017, ,04/01/2006, ,01/04/2005,31/03/2017, ,TEATRO VORTERIX, ,47,7, ,10621/05,49,2018-SEM12, ,28/03/2018,-5.845.083.867.763.130,-3.458.013.244.405.340
BELGRANO,335,C,COMUNA 13,1428, ,"OBLIGADO RAFAEL, AV.COSTANERA 6211",94,RENOVADO 2017, ,21/03/2018, ,15/10/2010, ,16/10/2009,08/09/2017, ,TEQUILA, ,85,118, ,49401/09,110,2018-SEM12, ,22/06/2018,-5.842.976.353.325.360,-3.455.046.914.964.320
PALERMO,3095,C,COMUNA 14, , ,"OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.",10,RENOVADO 2017, ,21/02/2018, ,27/12/2016, ,10/02/2011,21/12/2017, ,TERRAZAS DEL ESTE, ,112,118, ,27930445/17,120,2018-SEM12, ,24/05/2018,-5.840.194.257.146.330,-34.567.916.364.970.900
BALVANERA,405,C,COMUNA 03,1171,C1171ABE,AGUERO 445,156,RENOVADO 2017, ,26/01/2018, ,18/11/2005, ,18/11/2005,29/09/2017, ,THE FLOWER, ,88,156, ,21717311/17,67,2018-SEM12, ,27/04/2018,-58.411.862.906.733.700,-3.460.464.822.736.960
RECOLETA,396,CC,COMUNA 02,1021,C1021ABB,RODRIGUEZ PEÑA 1220,64,RENOVADO 2017, ,01/02/2018, ,12/05/2006, ,18/05/2005,04/05/2017, ,THE SHAMROCK, ,52,63, ,10556/05,54,2018-SEM12, ,21/04/2018,-5.839.214.080.222.620,-34.594.622.283.138.200
RETIRO,415,CC,COMUNA 01,1054,C1054AAE,CORDOBA AV. 543,100,RENOVADO 2017, ,11/10/2017, ,14/11/2008, ,14/11/2008,14/11/2017, ,THE SUB, ,104,100, ,24974325/17,101,2018-SEM12, ,13/01/2018,-5.837.493.099.081.630,-34.598.611.920.482.800
RECOLETA,177,CC,COMUNA 02,1128,C1128ACH,"LOPEZ, VICENTE 2188",28,BAJA INSC:DISP. CONJUNTA NRO007/2010, , , ,17/03/2006, ,14/03/2005,17/03/2006, ,TIRO LOCO, ,38,38, ,11118/05,25,2018-SEM12, , ,-583.951.514.794.553,-345.880.128.620.022
BELGRANO,992,C,COMUNA 13,1428,C1428BRD,"UGARTE, MANUEL 1640",82,RENOVADO 2017, ,15/11/2017, ,23/09/2013, ,10/05/2013,19/05/2017, ,UGARTE, ,56,149, ,832758/10,139,2018-SEM12, ,11/02/2018,-5.845.394.153.384.890,-3.455.225.747.074.030
BALVANERA,630,C,COMUNA 03,1192,C1192AAB,GUARDIA VIEJA 3360,101,RENOVADO 2017, ,26/01/2018, ,16/11/2007, ,11/08/2006,04/08/2017, ,UNI CLUB, ,74,97, ,30099/06,81,2018-SEM12, ,27/04/2018,-5.841.222.963.883.810,-3.460.270.959.256.780
PALERMO,650,C,COMUNA 14,1426,C1426CRE,OLLEROS AV. 1775,34,RENOVADO 2018, ,14/03/2018, ,04/03/2009, ,16/03/2005,21/02/2018, ,VELVET FRERE, ,15,19, ,3430305/18,31,2018-SEM12, ,15/06/2018,-58.438.259.978.843.200,-3.456.496.879.843.380
NUÑEZ,900,C,COMUNA 13,1429,C1429AAD,CABILDO AV. 3241,1,RENOVADO 2018, ,05/12/2017, ,10/01/2011, ,10/01/2011,12/01/2018, ,VELVET/DISCOSIX, ,2,1, ,28463169/17,121,2018-SEM12, ,03/02/2018,-5.846.525.655.709.350,-3.455.235.272.420.690
CABALLITO,300,C,COMUNA 06,1405,C1405DCQ,DIAZ VELEZ AV. 4820,119,INSCRIPCION VENCIDA, , , ,04/11/2011, ,04/11/2011,18/12/2015, ,VIEJO CORREO, ,133,119, ,37589/09,129,2018-SEM12, , ,-58.434.954.320.213.700,-34.608.820.212.436.000
BELGRANO,238,CC,COMUNA 13,1428,C1428DMS,JURAMENTO 1543,104,RENOVADO 2017, ,31/07/2017, ,21/12/2007, ,21/12/2007,04/05/2017, ,VIPER, ,53,104, ,81882/07,96,2018-SEM12, ,15/09/2017,-5.844.821.451.729.280,-3.455.694.454.954.410
FLORE,216,CC,COMUNA 07,1406,C1406GMF,RIVADAVIA AV. 7523,12,RENOVADO 2018, ,28/12/2017, ,21/02/2006, ,21/02/2006,19/01/2018, ,"VIRUS 10,1", ,3,12, ,29933889/17,70,2018-SEM12, ,15/03/2018,-58.471.661.406,-346.311.456.185
PALERMO,756,C,COMUNA 14,1414,C1414BNB,HONDURAS 5450,103,RENOVADO 2017, ,02/01/2018, ,29/10/2015, ,29/10/2015,03/10/2017, ,VITA, ,90,103, , 20965439/17,146,2018-SEM12, ,30/03/2018,-58.434.013.152.946.600,-3.458.602.587.216.680
MONSERRAT,532,C,COMUNA 01,1086,C1086AAP,"YRIGOYEN, HIPOLITO 968",94,RENOVADO 2018, ,09/03/2018, ,07/11/2008, ,07/11/2008,05/03/2018, ,VOX, ,25,94, ,4720241/18,99,2018-SEM12, ,03/06/2018,-5.838.004.194.188.430,-3.460.958.586.192.800
PALERMO,539,C,COMUNA 14,1414,C1414CVF,DARWIN 1574,59,RENOVADO 2017, ,04/01/2018, ,10/03/2017, ,28/04/2011,10/05/2017, ,WANNA, ,54,31, ,519875/11,123,2018-SEM12, ,28/03/2018,-58.435.648.248.266.800,-3.458.668.162.062.680
BELGRANO,320,C,COMUNA 13,1428,C1428BCY,"FIGUEROA ALCORTA, PRES. AV. 7536",17,RENOVADO 2018, ,22/02/2018, ,06/07/2006, ,03/03/2005,13/03/2018, ,WESTERN, ,32,89, ,5676206/18,16,2018-SEM12, ,11/05/2018,-58.448.435.796.064.200,-3.454.692.430.214.970
PALERMO,272,CC,COMUNA 14,1414,C1414BFD,"VEGA, NICETO, CNEL. AV. 5534",87, INSCRIPCION VENCIDA, , , ,28/08/2009, ,28/08/2009,20/10/2011, ,WET CLUB, ,116,87, ,48222/09,109,2018-SEM12, , ,-58.438.858.287.055.300,-3.458.715.030.186.040
PUERTO MADERO,490,C,COMUNA 01,1107,C1107CQA,"DE LA BARRA, EMMA 333",89,INSCRIPCION VENCIDA, , , ,22/07/2011, ,22/07/2011, , ,WHO, , ,89, ,990186/11,126,2018-SEM12, , ,-5.836.433.562.639.710,-34.601.022.747.665.300
VILLA DEVOTO,692,C,COMUNA 11,1419,C1419ICQ,SAN MARTIN AV. 6628,12,RENOVADO 2018, ,16/02/2018, ,10/06/2005, ,03/03/2005,16/03/2018, ,XEL - HA, ,37,70, ,5974746/18,11,2018-SEM12, ,17/05/2018,-5.850.792.525.484.500,-34.592.904.906.000.700
SAN NICOLAS,520,C,COMUNA 01,1008,C1008AAL,SUIPACHA 586,43,RENOVADO 2018, ,27/12/2017, ,23/03/2011, ,23/03/2011,23/03/2018, ,YOUR CLUB, ,42,43, ,5832541/18,122,2018-SEM12, ,30/03/2018,-5.837.962.584.711.050,-346.015.199.552.011
PUERTO MADERO,214,CC,COMUNA 01,1107,C1107CBG,MANSO JUANA 305,101,INSCRIPCION VENCIDA, , , ,06/12/2007, ,06/12/2007,06/03/2014, ,ACQUA LOUNGE, ,25,101, ,19740/07,95,2018-SEM13,PLANTA BAJA, ,-5.836.384.421.031.000,-34.601.490.971.671.200
RECOLETA,250,C,COMUNA 02,1113,C1113AAS,JUNIN 1787,79,INSCRIPCION 2017, ,22/08/2017, ,17/08/2017, ,17/08/2017, , ,AFRIKA, , ,79, ,16728237/17,155,2018-SEM13, ,03/10/2017,-5.839.239.234.743.750,-34.588.427.813.886.100
ALMAGRO,2450,C,COMUNA 05,1181,C1181ACT,GASCON 1036,84,RENOVADO 2017, ,08/03/2018, ,20/12/2012, ,14/07/2005,06/09/2017, ,AMERIKA, ,84,158, ,10601/05,62,2018-SEM13, ,10/04/2018,-5.842.356.136.129.740,-3.459.868.625.231.440
FLORES,778,CC,COMUNA 07,1406,C1406AIA,NAZCA AV. 55,120,INSCRIPCION VENCIDA, , , ,09/10/2007, ,20/10/2010,20/10/2016, ,AMNESIA, ,100,91, ,10617/05,37,2018-SEM13, , ,-58.469.871.973.882.600,-3.462.993.251.013.320
BALVANERA,425,C,COMUNA 03,1056,C1056ABH,VIAMONTE 2168,44,INSCRIPCION VENCIDA, , , ,29/07/2005, ,22/03/2005,31/03/2016, ,ANGEL´S DISCO, ,46,92, ,11627/05,41,2018-SEM13, , ,-5.839.811.748.059.280,-346.010.917.072.572
PUERTO MADERO,446,C,COMUNA 01,1107,C1107CDA,"COSSETTINI, OLGA 751",25,RENOVADO 2018, ,08/03/2018, ,23/02/2018, ,10/03/2005,23/02/2018, ,ASIA DE CUBA, ,17,17, ,3458615/18,22,2018-SEM13, ,10/05/2018,-5.836.404.518.822.820,-3.460.593.368.922.780
BALVANERA,622,C,COMUNA 03,1193,C1193AAS,CORRIENTES AV. 3328,16,BAJA INSC: DISP. 02/14 CONJUNTA, , , ,23/06/2006, ,03/03/2005,25/06/2013, ,AZUCAR ABASTO, ,116,88, ,12571/05,15,2018-SEM13, , ,-58.412.235.960.909.400,-3.460.417.687.873.810
BELGRANO,521,C,COMUNA 13,1428,C1428AAP,CABILDO AV. 2040,33,BAJA INSC: DISP. CONJUNTA N°47/2010, , , ,14/09/2007, ,16/03/2005,18/12/2009, ,AZUCAR BELGRANO, ,114,90, ,10832/05,30,2018-SEM13, , ,-58.456.304.108.422.300,-3.456.267.519.580.990
PALERMO,350,C,COMUNA 14,1188,C1188AAH,CORDOBA AV. 4175,63,RENOVADO 2017, ,10/08/2017, ,19/06/2015, ,19/06/2015,01/08/2017, ,AZUCAR PALERMO, ,72,63, ,11847816/14,145,2018-SEM13, ,10/11/2017,-58.425.775.752.459.000,-34.596.610.581.798.400
SAN NICOLAS,880,C,COMUNA 01,1047,C1047AAG,LAVALLE 343,6,RENOVADO 2018, ,27/03/2018, ,06/11/2007, ,01/03/2005,07/02/2018, ,BAHREIN, ,8,95, ,2219876/18,5,2018-SEM13, ,30/06/2018,-5.837.174.588.696.710,-3.460.194.704.041.310
SAAVEDRA,900,C,COMUNA 12,1431,C1431BJJ,"YRURTIA, ROGELIO 6020",7,SUSPENDIDO DISP. 108/09 CONJUNTA, , , ,23/06/2006, ,02/03/2005,25/06/2009, ,BELLA ROMA, ,73,86, ,10615/05,6,2018-SEM13, , ,-5.850.380.789.794.380,-34.564.250.793.753.700
FLORES,1260,C,COMUNA 07,1406,C1406GMR,RIVADAVIA AV. 7428,32,RENOVADO 2017, ,26/02/2018, ,17/03/2006, ,15/03/2005,09/06/2017, ,BELLAKEO NIGHT, ,58,35, ,10581/05,29,2018-SEM13, ,15/03/2018,-5.847.016.462.493.430,-3.463.095.387.289.510
PALERMO,961,C,COMUNA 14,1414,C1414CWR,"JUSTO, JUAN B. AV. 1574",33,RENOVADO 2018, ,09/03/2018, ,27/03/2014, ,09/03/2012,22/03/2018, ,BK, ,39,49, ,6944892/18,133,2018-SEM13, ,30/03/2018,-5.843.542.781.578.780,-34.586.010.322.996.600
RECOLETA,210,CC,COMUNA 02,1112,C1112AAI,AYACUCHO 1981,88,BAJA INSCRIPCION DISP NRO 64/2013, , , ,31/08/2007, ,31/08/2007,27/08/2012, ,BLACK, ,115,88, ,28278/07,93,2018-SEM13, , ,-5.838.935.312.930.910,-34.587.772.637.798.400
PALERMO,205,CC,COMUNA 14,1414,C1414BKD,GORRITI 5516,92,RENOVADO 2017, ,31/07/2017, ,23/10/2016, ,23/10/2016,22/09/2017, ,BLACK CLUB, ,87,92, ,21483457/17,149,2018-SEM13, ,28/09/2017,-5.843.643.185.781.490,-3.458.555.651.424.950
PALERMO,333,CC,COMUNA 14,1414,C1414BFE,"VEGA, NICETO, CNEL. AV. 5699",47,RENOVADO 2017, ,21/12/2017, ,01/04/2009, ,01/04/2009,22/12/2017, ,BLOW, ,111,47, ,27366288/17,104,2018-SEM13, ,21/02/2018,-5.844.016.910.875.370,-34.586.042.428.320.100
MONSERRAT,1950,C,COMUNA 01,1068,C1068AAA,PERU 535,93,RENOVADO 2017, ,05/01/2018, ,18/08/2011, ,18/08/2011,17/08/2017, ,BOUTIQUE, ,78,93, ,1241520/11,127,2018-SEM13, ,03/03/2018,-58.374.680.908.047.300,-3.461.418.863.190.480
BELGRANO,394,C,COMUNA 13,1428,C1428EIV,"OBLIGADO RAFAEL, AV.COSTANERA 6920",70,INSCRIPCION 2017, ,21/07/2017, ,21/07/2017, ,21/07/2017, , ,BRANDY, , ,70, ,15814267/17,154,2018-SEM13, ,22/09/2017,-5.843.137.109.022.550,-3.454.519.488.754.020
CONSTITUCION,1646,C,COMUNA 01,1137,C1137ABB,O'BRIEN 1160,39,INSCRIPCION VENCIDA, , , ,21/10/2005, ,18/03/2005,16/03/2007, ,BRONCO, ,24,147,001/2010,10827/05,36,2018-SEM13, , ,-58.381.896.082.435,-3.462.905.626.286.050
PALERMO,264,C,COMUNA 14,1414,C1414DGB,"BORGES, JORGE LUIS 1640",94,RENOVADO 2017, ,02/08/2017, ,13/06/2013, ,17/07/2006,11/08/2017, ,BRUJAS, ,76,108, ,21605283/17,79,2018-SEM13, ,30/09/2017,-584.300.191.839.682,-3.458.847.179.793.160
PALERMO,1764,C,COMUNA 14, , ,"OBLIGADO RAFAEL, AV.COSTANERA Y SALGUERO, JERONIMO",41,RENOVADO 2018, ,08/02/2018, ,28/09/2005, ,18/03/2005,01/03/2018, ,CAIX, ,22,134, ,4951810/18,38,2018-SEM13, ,15/05/2018,-5.840.013.258.669.090,-34.569.346.450.640.400
BALVANERA,428,C,COMUNA 03,1025,C1025ABG,RIOBAMBA 345,1,RENOVADO 2018, ,25/01/2018, ,12/12/2005, ,24/02/2005,23/02/2018, ,CASTELBAMBA, ,19,158, ,4627093/18,1,2018-SEM13, ,13/04/2018,-5.839.374.909.414.970,-3.460.502.380.944.050
RETIRO,100,CC,COMUNA 01,1008,C1008AAT,SUIPACHA 930,68,INSCRIPCION VENCIDA, , , ,04/08/2005, ,08/06/2005,24/06/2014, ,CATTOS, ,82,93, ,20218/05,58,2018-SEM13, , ,-5.837.990.739.771.680,-3.459.732.055.641.070
MONSERRAT,400,C,COMUNA 01,1086,C1086AAO,"YRIGOYEN, HIPOLITO 947",70,RENOVADO 2017, ,02/03/2018, ,19/06/2009, ,19/06/2009,01/08/2017, ,CIRCUS, ,73,70, ,32798/09,107,2018-SEM13, ,03/06/2018,-58.379.770.475.761.600,-3.460.950.418.797.720
VILLA PUEYRREDON,1434,C,COMUNA 12,1419,C1419EQH,MOSCONI GENERAL AV. 2885,9,RENOVADO 2018, ,16/02/2018, ,27/06/2005, ,03/03/2005,08/03/2018, ,CITY HALL, ,29,77, ,5050396/18,8,2018-SEM13, ,17/05/2018,-5.850.193.855.774.320,-34.586.030.106.604.800
RECOLETA,588,C,COMUNA 02,1114,C1114AAS,"URIBURU JOSE E., PRES. 1721",13,RENOVADO 2018, ,01/03/2018, ,04/07/2005, ,03/03/2005,07/03/2018, ,CLOCHE, ,28,78, ,5177597/2018,12,2018-SEM13, ,17/05/2018,-58.394.593.084.758.900,-3.458.907.142.020.900
BELGRANO,180,B,COMUNA 13,1428,C1428BCX,"FIGUEROA ALCORTA, PRES. AV. 7474",65,INSCRIPCION VENCIDA, , , ,01/06/2006, ,18/05/2005,09/06/2014, ,CLUB 74, ,77,76, ,10836/05,55,2018-SEM13, , ,-5.844.778.386.782.530,-3.454.702.235.964.850
SAN TELMO,1702,ART 1,COMUNA 01,1069,C1069AAS,CHACABUCO 947,103,RENOVADO 2017, ,08/03/2018, ,04/03/2011, ,17/11/2008,17/11/2017, ,CLUB 947, ,107,25, ,23925874/17,102,2018-SEM13, ,10/06/2018,-5.837.587.455.314.700,-34.619.134.790.302.100
PALERMO,1030,C,COMUNA 14,1425,C1425DGL,ARAOZ 2422,46,RENOVADO 2018, ,07/12/2017, ,17/06/2005, ,23/03/2005,09/02/2018, ,CLUB ARAOZ, ,11,73, ,2215982/18,43,2018-SEM13, ,07/03/2018,-5.841.628.981.726.470,-3.458.650.888.393.920
RECOLETA,220,C,COMUNA 02,1014,C1014ACQ,"QUINTANA, MANUEL, PRES. 362",8,RENOVADO 2018, ,21/02/2018, ,27/07/2005, ,02/03/2005,01/03/2018, ,CLUB SHAMPOO, ,20,88, ,5698161/18,7,2018-SEM13, ,17/05/2018,-58.388.446.389.637.400,-3.458.962.040.032.270
MONSERRAT,268,C,COMUNA 01,1002,C1002AAT,RIVADAVIA AV. 878,62,RENOVADO 2017, ,02/03/2018, ,11/05/2007, ,11/05/2007,18/10/2017, ,COCOLICHE, ,96,62, ,22251364/17,90,2018-SEM13, ,03/06/2018,-5.837.893.694.792.100,-34.608.304.157.813.200
RECOLETA,335,CC,COMUNA 02,1020,C1020ADV,RODRIGUEZ PEÑA 1082,115,RENOVADO 2017, ,19/01/2018, ,23/04/2007, ,04/12/2015,07/12/2017, ,CONTRAMANO, ,109,56, ,26552605/17,84,2018-SEM13,PLANTA BAJA,20/04/2018,-58.391.978.436.132.300,-3.459.610.683.678.340
PALERMO,2258,C,COMUNA 14,1425,C1425ABL,DEL LIBERTADOR AV. 3883,57,RENOVADO 2017, ,07/03/2018, ,09/10/2008, ,30/03/2006,27/07/2017, ,CROBAR, ,71,89, ,62123/05,72,2018-SEM13, ,03/06/2018,-5.842.281.214.797.010,-34.571.531.773.964.600
NUÑEZ,1297,C,COMUNA 13,1429,C1429ABE,CABILDO AV. 4665,57,RENOVADO 2017, ,09/11/2017, ,18/08/2005, ,04/05/2005,19/06/2017, ,DOME, ,62,122, ,14497/05,53,2018-SEM13, ,03/02/2018,-5.847.345.713.590.410,-3.454.174.474.805.490
PUERTO MADERO,679,C,COMUNA 01,1107,C1107AFP,"MOREAU DE JUSTO, ALICIA AV. 2092",65,RENOVADO 2017, ,23/02/2018, ,18/06/2010, ,21/04/2006,25/08/2017, ,DORSIA, ,80,83, ,12648/06,76,2018-SEM13, ,10/05/2018,-58.363.311.836.383.700,-3.462.295.646.281.140
FLORESTA,743,CC,COMUNA 10,1407,C1407DYB,RIVADAVIA AV. 7927,75,RENOVADO 2017, ,21/12/2017, ,23/05/2014, ,23/05/2014,18/05/2017, ,ECLIPTICO, ,55,75, ,1327221/13,142,2018-SEM13, ,15/03/2018,-5.847.612.037.494.430,-346.322.952.760.478
ALMAGRO,1270,C,COMUNA 05,1203,C1203AAG,RIVADAVIA AV. 3469,51,RENOVADO 2018, ,23/03/2018, ,22/12/2005,14/02/2006,01/04/2005,23/02/2018, ,EL FANTA NORTEÑO, ,18,160,10,4851044/18,48,2018-SEM13, ,22/06/2018,-58.415.349.496.557.600,-3.461.071.926.277.370
BALVANERA,274,CC,COMUNA 03,1171,C1171ABH,AGUERO 512,49,BAJA INSC: DISP. NRO94/12, , , ,23/03/2006, ,23/03/2005,23/03/2012, ,EL FOGON, ,46,55, ,13661/05,46,2018-SEM13, , ,-584.117.275.681.934,-3.460.383.086.033.350
ALMAGRO,662,C,COMUNA 05,1194,C1194AAO,CORRIENTES AV. 3530,56,RENOVADO 2017, ,01/02/2018, ,10/08/2007,04/05/2006,04/05/2005,19/07/2017, ,EL PICAFLOR, ,68,84,69,10580/05,52,2018-SEM13, ,27/04/2018,-5.841.494.112.750.420,-346.040.184.470.111
SAN NICOLAS,538,C,COMUNA 01,1041,C1041AAO,SARMIENTO 777,74,BAJA INSC: DISP. CONJUNTA 92/2010, , , ,17/11/2006, ,17/06/2005,19/11/2009, ,EL TEATRITO, ,105,127, ,24459/05,61,2018-SEM13, , ,-5.837.768.248.423.360,-3.460.468.829.001.370
NUEVA POMPEYA,2346,C,COMUNA 04,1437,C1437DNE,SAENZ AV. 459,5,RENOVADO 2018, ,16/02/2018, ,23/10/2008, ,23/02/2007,15/02/2018, ,EL TEATRO SUR, ,12,90, ,3172934/18,86,2018-SEM13, ,20/04/2018,-5.841.626.352.363.660,-3.464.477.004.947.870
PALERMO,572,CC,COMUNA 14,1414,C1414CWF,"JUSTO, JUAN B. AV. 1625",59,INSCRIPCION VENCIDA, , , ,22/01/2010, ,03/04/2006,01/04/2016, ,ESPERANTO, ,50,8, ,86918/05,73,2018-SEM13, , ,-5.843.614.809.961.930,-34.586.119.291.108.200
FLORES,452,CC,COMUNA 07,1406,C1406GME,RIVADAVIA AV. 7425,22,RENOVADO 2018, ,15/03/2018, ,29/09/2005, ,10/03/2005,01/03/2018, ,EVELYN, ,23,135, ,3856267/18,19,2018-SEM13, ,15/06/2018,-5.847.023.783.378.750,-3.463.075.590.307.950
LINIERS,1852,C,COMUNA 09,1408,C1408AAJ,RIVADAVIA AV. 10919,45,INSCRIPCION 2018, , , ,28/03/2018, ,28/03/2018, , ,FANTASY, , ,45, ,8417777/14,159,2018-SEM13, , ,-58.517.832,-34.638.679
PALERMO,187,CC,COMUNA 14,1414,C1414CKM,DORREGO 1735,131,RENOVADO 2017, ,29/09/2017, ,18/10/2012, ,18/10/2012,19/07/2017, ,FRIDA, ,67,131, ,2127478/12,135,2018-SEM13, ,28/12/2017,-5.844.302.432.219.070,-345.814.892.010.838
MONSERRAT,425,C,COMUNA 01,1064,C1064AAM,BALCARCE 605,1,RENOVADO 2018, ,10/01/2018, ,02/01/2013, ,02/01/2013,12/01/2018, ,FRODO´S, ,1,1, ,3030658/17,138,2018-SEM13, ,03/02/2018,-58.370.715.159.933.400,-3.461.490.190.831.180
RECOLETA,489,CC,COMUNA 02,1186,C1186AAF,"CABRERA, JOSE A. 3046",26,RENOVADO 2017, ,19/03/2018, ,10/05/2007, ,11/03/2005,15/06/2017, ,GLAM, ,60,60, ,10634/05,23,2018-SEM13, ,17/05/2018,-5.840.954.570.147.410,-3.459.700.224.592.330
RETIRO,408,CC,COMUNA 01,1007,C1007ABN,ESMERALDA 1040,3,SUSPENDIDO DISFC-2016-77-DGFYC, , , ,08/08/2005, ,24/02/2005,23/03/2016, ,GOLDEN, ,45,98, ,10561/05,2,2018-SEM13, , ,-5.837.850.932.353.990,-3.459.600.059.581.380
PALERMO,950,C,COMUNA 14,1426,C1426CDA,"TORNQUIST, ERNESTO AV. 6385",147,RENOVADO 2017, ,02/03/2018, ,10/09/2013, ,10/09/2013,21/09/2017, ,GOLF DE PALERMO, ,86,147, ,10653536/17,141,2018-SEM13, ,17/05/2018,-5.843.513.273.793.450,-3.455.835.502.248.280
SAN NICOLAS,200,C,COMUNA 01,1054,C1054AAS,CORDOBA AV. 634,20,RENOVADO 2018, ,02/03/2018, ,23/03/2006, ,10/03/2005,22/03/2018, ,GONG, ,41,51, ,6670378/18,17,2018-SEM13, ,27/04/2018,-5.837.604.669.213.650,-3.459.883.263.966.250
RETIRO,208,CC,COMUNA 01,1003,C1003ABR,RECONQUISTA 878,87,SUSPENDIDO DISFC-2016-58-DGFYC, , , ,10/01/2006, ,22/07/2005,14/08/2015, ,GREAT CITY, ,84,5, ,14498/05,64,2018-SEM13, , ,-5.837.295.233.032.610,-34.597.624.549.140.200
PALERMO,1685,C,COMUNA 14,1425,C1425BHF,SANTA FE AV. 4389,51,RENOVADO 2018, ,07/02/2018, ,31/03/2010, ,31/03/2010,26/03/2018, ,GROOVE, ,43,51, ,6895111/18,117,2018-SEM13, ,07/05/2018,-5.842.324.131.126.950,-34.579.651.481.746.600
MONSERRAT,958,C,COMUNA 01,1086,C1086AAM,"YRIGOYEN, HIPOLITO 851",4,BAJA PROVISORIA, ,, ,15/01/2010, ,15/01/2010,28/11/2014, ,HIPOLITO CLUB, ,126,4, ,18225/10,115,2018-SEM13, ,,-5.837.852.468.777.500,-3.460.941.366.287.500
PALERMO,356,CC,COMUNA 14,1414,C1414BNC,HONDURAS 5535,83,BAJA DE INSC: DISP. NRO70/14, , , ,14/08/2009, ,14/08/2009,15/11/2013, ,HONDURAS HOLLYWOOD, ,175,83, ,48909/09,108,2018-SEM13, , ,-58.435.739.934.856.600,-3.458.452.674.592.170
PALERMO,409,CC,COMUNA 14,1414,C1414BFE,"VEGA, NICETO, CNEL. AV. 5635",69,RENOVADO 2017, ,25/07/2017, ,09/06/2006, ,08/06/2005,11/08/2017, ,INK, ,75,79, ,20819/05,59,2018-SEM13, ,21/08/2017,-584.395.807.738.435,-34.586.452.712.936.300
PALERMO,742,C,COMUNA 14,1414,C1414CWS,"JUSTO, JUAN B. AV. 1658",53,RENOVADO 2018, ,29/12/2017, ,20/08/2010, ,24/04/2009,20/02/2018, ,INPUT, ,14,103, ,3599973/18,105,2018-SEM13, ,28/03/2018,-5.843.615.294.032.510,-3.458.667.097.147.880
PALERMO,376,CC,COMUNA 14,1414,C1414CWE,"JUSTO, JUAN B. AV. 1579",97,INSCRIPCION 2017, ,18/10/2017, ,18/10/2017, ,18/10/2017, , ,INSIDE, , ,97, ,17975651/17,157,2018-SEM13, ,28/12/2017,-584.355.534.282.846,-34.585.810.466.601.300
FLORES,323,CC,COMUNA 07,1406,C1406GMS,RIVADAVIA AV. 7518,10,RENOVADO 2018, ,15/03/2018, ,13/09/2005, ,03/03/2005,06/03/2018, ,IVANOFF, ,24,127, ,5332738/18,9,2018-SEM13, ,15/06/2018,-58.471.435.720.722.500,-3.463.130.323.104.010
PALERMO,950,C,COMUNA 14,1414,C1414BFB,"VEGA, NICETO, CNEL. AV. 5422",107,RENOVADO 2017, ,12/03/2018, ,16/10/2014, ,16/10/2014,12/10/2017, ,JAGER, ,95,107, ,22289704/17,143,2018-SEM13, ,06/06/2018,-5.843.806.315.263.770,-3.458.769.866.273.550
BALVANERA,448,C,COMUNA 03,1187,C1187AAQ,CORDOBA AV. 2988,54,RENOVADO 2017, ,16/02/2018, ,30/04/2009, ,30/04/2009,25/04/2017, ,JANNOY, ,51,54, ,23791/09,106,2018-SEM13, ,17/05/2018,-5.840.942.400.506.840,-345.981.699.334.737
PALERMO,586,C,COMUNA 14,1428, ,"OBLIGADO RAFAEL, AV.COSTANERA 4801",96,RENOVADO 2017, ,26/12/2017, ,06/10/2017, ,07/10/2016,06/10/2017, ,JET, ,93,93, , 21360165/17,150,2018-SEM13, ,22/03/2018,-5.841.795.300.698.680,-3.455.451.011.713.890
PALERMO,1100,C,COMUNA 14,1414,C1414BMW,HONDURAS 5339,35,RENOVADO 2018, ,27/12/2017, ,16/03/2007, ,16/03/2007,14/03/2018, ,KIKA, ,33,35, ,5421977/18,88,2018-SEM13, ,30/03/2018,-5.843.332.814.685.130,-3.458.642.964.915.730
PALERMO,958,C,COMUNA 14,1425,C1425BHL,SANTA FE AV. 4999,3,INSCRIPCION VENCIDA, , , ,13/07/2007, ,14/02/2007,07/08/2009, ,KIMIA, ,79,77, ,81034/06,85,2018-SEM13, , ,-5.842.997.895.122.270,-3.457.694.772.920.880
